stable_id	Mass	pI	Charge	NumResidues	CAI
SPAC1B3.07c	28190.70	4.3293	-13.0	248	0.419
SPCC1795.09	57623.29	4.4223	-13.0	521	0.390
SPBC839.14c	27011.35	4.4161	-13.0	238	0.419
SPBC409.05	18772.27	4.3144	-13.0	161	0.510
SPAC23H3.05c	45183.77	4.9657	-13.0	398	0.398
SPCC11E10.03	41248.03	4.7798	-13.0	351	0.409
SPAC17D4.02	73379.07	5.3597	-13.0	638	0.405
SPAC644.14c	39853.06	4.6251	-13.0	365	0.445
SPBC16G5.05c	41234.94	4.6212	-13.0	383	0.568
SPBC1289.02c	41963.76	4.7786	-13.0	367	0.383
SPBP4H10.05c	42712.03	4.7065	-13.0	378	0.421
SPBC839.10	81044.16	5.1025	-13.0	695	0.401
SPBC31F10.09c	16338.29	4.0461	-13.0	144	0.481
SPCC569.01c	38275.11	4.6642	-13.0	323	0.354
SPAC1006.04c	109870.04	5.4657	-13.0	952	0.404
SPBC27.01c	15636.21	4.3435	-13.0	132	0.453
SPAC27F1.03c	24913.17	4.4698	-13.0	222	0.386
SPBC15C4.03	52005.94	4.7860	-13.0	459	0.395
SPAC2F7.14c	36687.59	4.5906	-13.0	329	0.421
SPAC56F8.03	119930.81	5.4086	-13.0	1079	0.486
SPBC337.05c	59955.87	4.9613	-13.0	546	0.472
SPBC13G1.03c	32813.68	4.5317	-13.0	286	0.415
SPBC27.02c	34593.41	4.6366	-13.5	307	0.398
SPAC27E2.02	31485.42	4.5951	-13.5	280	0.381
SPBC36B7.05c	31770.58	4.4924	-13.5	279	0.405
SPAC8C9.03	46468.34	4.6508	-13.5	412	0.390
SPAC664.01c	37292.59	4.8745	-13.5	328	0.414
SPBC29A10.04	140522.10	5.6600	-13.5	1228	0.404
SPBC29A10.11c	45297.22	4.7241	-13.5	402	0.420
SPBC29A10.06c	35117.19	4.5085	-13.5	298	0.434
SPBC405.01	85231.47	5.2853	-13.5	788	0.539
SPAC16E8.07c	94158.72	5.4011	-13.5	831	0.487
SPBC725.13c	21341.70	4.3034	-13.5	183	0.369
SPAC1751.03	45085.33	4.7203	-13.5	402	0.512
SPMIT.11	28137.40	4.2373	-13.5	248	0.455
SPBC21C3.01c	354011.12	6.2666	-13.5	3071	0.401
SPAC23A1.04c	89318.44	5.1196	-13.5	787	0.403
SPAP14E8.02	64102.53	5.0400	-13.5	566	0.437
SPCC895.05	166227.06	5.7436	-13.5	1461	0.423
SPAC12B10.04	46523.87	4.6959	-13.5	403	0.420
SPAC13A11.01c	88207.61	5.1918	-13.5	777	0.449
SPAC959.09c	86048.84	5.4601	-13.5	744	0.425
SPAC31A2.10	51351.08	4.7433	-13.5	460	0.370
SPAC56F8.10	69012.17	4.9681	-13.5	603	0.461
SPAC1F5.06	94897.91	5.3634	-13.5	848	0.435
SPAC13G6.09	31089.12	4.4690	-13.5	274	0.380
SPBC16E9.13	53522.26	4.8796	-13.5	474	0.491
SPAC1071.02	114670.42	5.0726	-13.5	1018	0.422
SPBC11C11.03	71859.05	5.0492	-13.5	624	0.408
SPBC20F10.07	85354.55	5.5758	-13.5	764	0.402
SPAC30C2.02	35688.97	4.5825	-13.5	318	0.565
SPAPB24D3.03	45085.25	4.6582	-14.0	408	0.438
SPBC56F2.07c	88472.09	5.1159	-14.0	809	0.352
SPCC63.05	38205.78	4.6909	-14.0	323	0.401
SPBC14C8.14c	109719.07	5.4838	-14.0	959	0.475
SPCC622.01c	17106.53	4.0219	-14.0	149	0.393
SPAC27E2.01	56678.94	5.0003	-14.0	491	0.432
SPBC887.04c	79221.85	4.9799	-14.0	718	0.408
SPAC17H9.20	110652.10	5.2003	-14.0	962	0.412
SPBC36.09	57255.20	5.0627	-14.0	492	0.427
SPAC589.03c	19001.73	4.4015	-14.0	168	0.452
SPAC16A10.06c	28676.49	4.4313	-14.0	250	0.432
SPBP35G2.02	23396.99	4.2913	-14.0	207	0.549
SPAC9.11	36907.01	4.5743	-14.0	328	0.405
SPBP4H10.07	64385.34	4.9787	-14.0	583	0.351
SPCPJ732.01	64230.49	5.0087	-14.0	576	0.405
SPCC18.14c	33565.30	4.4076	-14.0	312	0.793
SPAC144.07c	35727.98	4.4824	-14.0	315	0.425
SPBC2A9.07c	28171.89	4.6598	-14.0	246	0.386
SPAC227.04	20625.66	4.1689	-14.0	179	0.457
SPAP27G11.03	36896.98	4.5951	-14.0	319	0.408
SPBC36B7.07	24970.25	4.2708	-14.0	225	0.394
SPAC23D3.13c	181450.54	5.7234	-14.0	1616	0.394
SPCC1450.11c	149896.88	5.7979	-14.0	1338	0.403
SPCC1919.09	26232.49	4.2221	-14.0	244	0.522
SPAC29A4.08c	54191.30	4.7573	-14.0	488	0.406
SPBC725.08	70864.60	5.2103	-14.0	609	0.386
SPAC1F12.02c	19048.52	4.1173	-14.0	168	0.810
SPBC337.10c	31534.49	4.4254	-14.5	288	0.493
SPCC645.12c	23063.34	4.4036	-14.5	198	0.406
SPAC17A5.09c	34978.53	4.6787	-14.5	310	0.432
SPCP1E11.10	22863.49	4.3214	-14.5	207	0.432
SPBP16F5.05c	16280.17	4.2089	-14.5	146	0.424
SPBC337.06c	30431.95	4.6605	-14.5	265	0.337
SPBC12C2.08	87008.71	5.0588	-14.5	781	0.441
SPAC22F8.10c	69185.30	5.0377	-14.5	601	0.438
SPAC24H6.04	53597.89	4.7806	-14.5	484	0.621
SPAC31G5.12c	26969.72	4.2578	-14.5	238	0.437
SPAC343.12	43827.09	4.3583	-14.5	402	0.726
SPBC115.01c	24926.46	4.3210	-14.5	226	0.429
SPBC16A3.01	46660.66	4.7826	-14.5	412	0.399
SPAC222.10c	75693.49	5.2736	-14.5	665	0.414
SPAC1006.07	44436.04	4.6236	-14.5	392	0.814
SPCC1682.04	20469.96	4.3263	-14.5	176	0.358
SPAC3A11.12c	48835.76	4.7227	-14.5	438	0.518
SPAPYUG7.03c	78961.07	5.1179	-14.5	706	0.410
SPAC186.01	35265.76	4.1583	-14.5	326	0.359
SPAC664.02c	75193.41	4.9320	-14.5	662	0.401
SPCC613.08	32368.72	4.4596	-14.5	282	0.449
SPCC737.08	537787.37	4.8216	-142.5	4717	0.426
SPAC12B10.11	65687.03	4.8503	-15.0	570	0.434
SPAC2F3.14c	37669.16	4.6130	-15.0	331	0.374
SPAC25H1.09	58715.78	4.9185	-15.0	513	0.419
SPBC21B10.07	46508.40	4.6663	-15.0	419	0.532
SPAC631.01c	29845.18	4.2645	-15.0	268	0.476
SPAC17A2.13c	30369.00	4.4892	-15.0	270	0.609
SPAC17A2.08c	41874.56	4.8005	-15.0	361	0.400
SPBC651.05c	28653.31	4.2766	-15.0	252	0.391
SPCC569.03	43299.26	4.7158	-15.0	375	0.470
SPBC19C2.08	24461.80	4.2899	-15.0	210	0.375
SPCC645.13	79739.06	5.1265	-15.0	721	0.384
SPCC1259.02c	91842.60	5.1301	-15.0	822	0.521
SPBC23E6.04c	186411.51	5.6996	-15.0	1649	0.394
SPBC685.03	47894.07	3.8741	-15.0	452	0.399
SPAC4H3.03c	74488.97	5.0279	-15.0	649	0.425
SPBC947.11c	103843.18	5.2419	-15.0	920	0.389
SPAC2F3.12c	32190.09	4.6011	-15.0	279	0.435
SPCC1739.13	70233.12	4.8664	-15.0	647	0.810
SPAC10F6.09c	136850.43	5.4559	-15.0	1194	0.439
SPAC1006.03c	79488.51	4.9658	-15.0	712	0.380
SPCC18.07	36871.34	4.7316	-15.0	330	0.432
SPAC15E1.04	69893.34	4.9995	-15.0	625	0.434
SPAC57A10.11c	34914.60	4.5875	-15.0	313	0.413
SPBC776.12c	58407.60	4.9406	-15.5	507	0.377
SPAC1071.01c	76233.23	4.9591	-15.5	670	0.400
SPBC24C6.10c	43677.38	4.4657	-15.5	374	0.408
SPCC320.04c	71176.91	4.7926	-15.5	630	0.399
SPAC31A2.15c	41953.70	4.4913	-15.5	357	0.398
SPBC1921.02	46077.29	4.7790	-15.5	406	0.395
SPAC3H8.09c	82429.93	5.1138	-15.5	738	0.419
SPBC21.01	49665.81	4.6975	-15.5	441	0.345
SPAC1F7.06	27907.12	4.2084	-15.5	251	0.350
SPBC776.07	30616.19	4.4011	-15.5	269	0.458
SPAC19A8.05c	68243.07	4.9276	-15.5	610	0.414
SPBC21C3.20c	128300.25	5.5001	-15.5	1098	0.396
SPBC211.07c	20990.44	4.0827	-15.5	184	0.399
SPAC29A4.10	64025.72	4.9752	-15.5	556	0.403
SPBC28F2.12	194162.51	5.6992	-15.5	1752	0.451
SPCC1020.04c	15728.55	4.0108	-15.5	142	0.472
SPAC26H5.05	127698.23	5.3289	-16.0	1151	0.417
SPCP1E11.09c	11216.45	3.7787	-16.0	109	0.714
SPBC3B9.13c	11171.36	3.7149	-16.0	110	0.715
SPBC1709.13c	62320.27	4.8064	-16.0	547	0.449
SPAC1071.08	11114.23	3.7704	-16.0	110	0.777
SPBC119.12	46153.12	4.8600	-16.0	401	0.443
SPAC3H5.13	16735.38	4.1721	-16.0	146	0.313
SPBC16A3.15c	51152.37	4.7262	-16.0	455	0.567
SPBC16G5.10	32013.27	4.1748	-16.0	299	0.393
SPAC664.13	13423.74	3.9979	-16.0	117	0.543
SPBC23G7.15c	11120.19	3.6792	-16.0	110	0.499
SPBC3H7.14	45793.13	4.6009	-16.0	406	0.439
SPBC16G5.01	30899.19	4.3875	-16.0	270	0.438
SPAC8F11.02c	8896.88	3.3614	-16.0	79	0.463
SPBC21D10.09c	184372.51	5.5843	-16.0	1610	0.442
SPAC13G7.02c	70142.92	4.8705	-16.0	644	0.656
SPAC227.05	14188.88	4.0158	-16.0	123	0.473
SPAC1F5.03c	41501.61	4.6900	-16.0	382	0.471
SPAC1486.03c	91669.30	5.1354	-16.0	797	0.415
SPAP27G11.10c	176964.38	5.5103	-16.5	1564	0.407
SPAC23D3.14c	67004.53	4.8744	-16.5	581	0.423
SPBC16H5.07c	36489.05	4.5215	-16.5	322	0.435
SPAC8E11.02c	30082.45	4.3675	-16.5	270	0.705
SPAC869.01	64588.65	4.6237	-16.5	583	0.365
SPBC16D10.07c	53442.47	4.7906	-16.5	475	0.409
SPAC1296.03c	56614.53	4.5232	-16.5	507	0.406
SPAC25B8.08	68052.26	4.8224	-16.5	590	0.398
SPCC830.11c	20221.81	4.2713	-16.5	175	0.428
SPCP31B10.06	133683.17	5.5312	-16.5	1188	0.417
SPBC365.07c	62435.83	4.7924	-16.5	547	0.370
SPAPB17E12.04c	51375.27	4.7028	-16.5	437	0.438
SPBC16D10.09	28968.85	4.2699	-16.5	260	0.490
SPBC15D4.14	72251.33	4.9966	-16.5	642	0.401
SPBC1683.07	67752.30	4.7883	-17.0	579	0.431
SPCC16C4.02c	63036.91	4.8012	-17.0	548	0.459
SPAC644.15	11141.33	3.6831	-17.0	109	0.756
SPAC9E9.13	20951.31	4.1657	-17.0	186	0.530
SPAC17A5.01	106505.85	5.1096	-17.0	948	0.402
SPBC1734.04	48990.95	4.8161	-17.0	430	0.476
SPBC1604.01	89713.57	5.0940	-17.0	773	0.451
SPAC1071.05	38247.33	4.3638	-17.0	339	0.494
SPBP4G3.02	50557.11	4.4443	-17.0	453	0.616
SPBP8B7.06	11158.24	3.6913	-17.0	110	0.826
SPAC9G1.02	160538.20	5.8673	-17.0	1401	0.389
SPCC338.11c	34534.20	4.4041	-17.0	303	0.394
SPAC1A6.04c	67118.59	4.5137	-17.0	613	0.763
SPAC1805.01c	88613.53	5.2745	-17.0	775	0.403
SPBP23A10.08	48772.73	4.6138	-17.0	433	0.413
SPBC342.04	31820.56	4.2264	-17.0	291	0.437
SPAC630.05	86793.19	5.1277	-17.5	743	0.443
SPBC660.08	48538.82	4.6069	-17.5	424	0.382
SPAC1006.08	43655.98	4.6064	-17.5	391	0.328
SPAC890.06	147631.35	5.3044	-17.5	1315	0.441
SPBC800.11	42093.47	3.9618	-17.5	389	0.428
SPBC800.05c	50535.78	4.6494	-17.5	449	0.560
SPAC20G4.03c	79063.96	5.0217	-17.5	704	0.415
SPCC970.02	49135.08	4.2120	-17.5	442	0.407
SPBC26H8.05c	39215.25	4.4435	-17.5	348	0.400
SPBC337.07c	57485.97	4.6530	-17.5	497	0.437
SPAC24B11.12c	159355.61	5.2543	-17.5	1402	0.472
SPCC1223.11	40878.34	4.5744	-17.5	370	0.392
SPAC1556.06	90805.79	5.1572	-17.5	776	0.546
SPAC1556.06	90805.79	5.1572	-17.5	776	0.421
SPAC2C4.15c	47234.54	4.5346	-17.5	427	0.354
SPAC806.02c	67680.35	4.9297	-18.0	608	0.431
SPAC1527.01	272023.78	5.9433	-18.0	2397	0.396
SPAC19A8.08	122096.21	5.2151	-18.0	1049	0.401
SPAC22H10.05c	50449.28	4.5536	-18.0	456	0.444
SPBC691.02c	79406.83	4.8707	-18.0	678	0.396
SPAC22F3.13	103435.46	5.3054	-18.0	899	0.403
SPAC3G6.02	8110.57	3.4771	-18.0	71	0.531
SPCC1235.09	62758.41	4.7802	-18.0	564	0.424
SPAC23G3.02c	559849.08	6.2262	-18.0	4924	0.412
SPAC4F10.08	45736.15	4.4712	-18.0	398	0.360
SPAC25H1.07	100924.75	4.9500	-18.0	885	0.441
SPAC1783.05	158548.52	5.5865	-18.0	1373	0.439
SPBC14F5.08	43509.10	4.6930	-18.0	376	0.376
SPAC17H9.16	15911.79	3.8830	-18.0	144	0.568
SPAC15A10.15	72485.34	4.8853	-18.0	647	0.338
SPAC6F12.10c	144866.62	5.4151	-18.0	1323	0.497
SPAC27F1.02c	18964.02	4.3235	-18.0	161	0.616
SPBC19C7.02	225757.90	6.0694	-18.0	1958	0.408
SPBC36B7.03	69726.11	4.8382	-18.0	611	0.444
SPBC19G7.10c	84117.03	4.7655	-18.0	754	0.458
SPAC1610.01	24946.82	4.2419	-18.0	217	0.433
SPBC9B6.08	25863.29	4.3384	-18.0	229	0.529
SPBC215.12	111306.34	5.3708	-18.0	984	0.414
SPCC1020.01c	110127.64	5.1330	-18.0	1010	0.438
SPAC22G7.11c	15433.41	4.0081	-18.5	140	0.549
SPAC9E9.08	68921.43	4.6723	-18.5	614	0.420
SPAC30C2.06c	53003.07	4.5811	-18.5	465	0.359
SPAP27G11.05c	100266.81	5.1171	-18.5	871	0.409
SPBC725.07	67103.64	4.7024	-18.5	598	0.432
SPCC285.16c	141511.72	5.4246	-18.5	1254	0.397
SPBC16E9.17c	46004.37	4.5321	-18.5	402	0.288
SPAC26A3.17c	40708.87	4.4378	-18.5	357	0.444
SPAC1039.02	68065.89	4.7511	-18.5	601	0.583
SPBC21H7.03c	52758.94	4.4646	-18.5	463	0.484
SPAC6G9.03c	42418.50	4.4899	-18.5	376	0.383
SPBC12C2.05c	72216.46	4.9174	-18.5	642	0.391
SPBC146.09c	112828.60	5.2141	-19.0	1000	0.402
SPBPB2B2.06c	68418.07	4.6999	-19.0	601	0.503
SPBP23A10.04	78742.53	4.9642	-19.0	681	0.407
SPAC6F6.16c	57684.37	4.7309	-19.0	508	0.412
SPAC6G9.16c	30408.83	4.4317	-19.0	264	0.421
SPAC1F8.02c	25021.54	3.7547	-19.0	226	0.472
SPAC22E12.09c	78126.69	4.9341	-19.0	709	0.401
SPBC1685.08	46955.20	4.7206	-19.0	424	0.354
SPBC16C6.12c	54307.06	4.5721	-19.0	470	0.422
SPBC609.03	92498.86	5.0333	-19.5	809	0.406
SPAC688.14	54023.34	4.6818	-19.5	468	0.434
SPAC16E8.01	154632.98	5.3599	-19.5	1420	0.450
SPCC4E9.01c	107418.60	5.1203	-19.5	923	0.397
SPCC1450.04	23484.31	4.1193	-19.5	214	0.834
SPCC1442.10c	33715.90	4.3245	-19.5	297	0.405
SPBC119.15	41642.43	4.4452	-19.5	367	0.480
SPAC167.03c	74733.55	4.8959	-19.5	649	0.378
SPCC290.03c	186412.22	5.3575	-19.5	1647	0.419
SPAC17A5.19	10528.04	4.8414	-2.0	92	0.299
SPAC4H3.09	12519.35	4.8784	-2.0	112	0.448
SPAC13C5.05c	56347.26	6.1309	-2.0	518	0.400
SPCC645.11c	21551.34	5.2805	-2.0	186	0.427
SPAC6F6.12	46376.36	6.2505	-2.0	401	0.452
SPCC338.06c	15807.09	5.3131	-2.0	139	0.448
SPBC409.10	33913.93	6.0078	-2.0	299	0.527
SPAC13A11.05	56195.11	6.1363	-2.0	513	0.571
SPAC5H10.06c	40674.73	6.2697	-2.0	379	0.650
SPAC16E8.05c	24238.96	5.7347	-2.0	209	0.340
SPCC1442.17c	30808.01	5.7998	-2.0	271	0.394
SPBC3H7.01	45077.87	6.2378	-2.0	395	0.451
SPBC1709.06	53146.57	6.2006	-2.0	479	0.363
SPAC959.10	16467.04	5.2419	-2.0	143	0.352
SPAC22H10.12c	49555.65	6.0288	-2.0	440	0.460
SPCC622.07	14893.31	5.1249	-2.0	128	0.447
SPAC6B12.14c	17397.17	5.9202	-2.0	154	0.439
SPAC22A12.11	62316.49	6.2942	-2.0	580	0.626
SPAC4F8.07c	50920.32	6.2042	-2.0	455	0.767
SPBC336.12c	85512.92	6.3406	-2.0	767	0.396
SPBC3B9.05	13520.64	5.6434	-2.0	116	0.440
SPBC4C3.04c	11393.01	5.0885	-2.0	100	0.409
SPAC12G12.05c	18447.75	5.6450	-2.0	163	0.364
SPBP8B7.25	22156.01	5.6834	-2.0	201	0.572
SPCC16A11.01	36916.62	5.9385	-2.0	328	0.406
SPAC23D3.16	8975.21	4.9910	-2.0	81	0.361
SPAC3G9.04	22595.63	5.6948	-2.0	197	0.405
SPCC1020.06c	35238.27	5.5420	-2.0	322	0.761
SPACUNK4.06c	19103.04	5.2419	-2.0	172	0.355
SPAC343.01c	47322.19	5.9890	-2.0	426	0.399
SPCC1020.09	45747.17	6.2356	-2.0	399	0.348
SPBC12C2.12c	34409.92	6.1896	-2.0	302	0.579
SPAC8F11.07c	58043.37	6.2770	-2.0	501	0.389
SPBC56F2.11	55499.34	6.2754	-2.0	501	0.498
SPAC140.04	35323.49	5.9327	-2.0	295	0.391
SPCC1919.01	40411.57	6.0152	-2.0	354	0.385
SPCC1223.02	38965.60	6.1106	-2.0	346	0.667
SPAC186.08c	35591.66	5.9945	-2.0	330	0.404
SPAC4H3.13	10111.76	5.0506	-2.0	88	0.385
SPCC1223.07c	66670.85	6.2383	-2.0	580	0.638
SPBC21B10.08c	21833.64	5.9314	-2.0	198	0.625
SPCP20C8.04	9054.27	5.0063	-2.0	78	0.317
SPAP32A8.02	31832.16	6.1704	-2.0	283	0.471
SPCPB16A4.07	8035.82	5.1586	-2.0	69	0.655
SPBC649.03	34663.47	6.0536	-2.0	289	0.386
SPCP1E11.07c	16658.86	5.4340	-2.0	142	0.334
SPAPB2B4.02	16533.06	5.2767	-2.0	146	0.457
SPBC660.14	65933.84	6.3300	-2.0	581	0.356
SPCC24B10.10c	40099.98	6.0136	-2.0	355	0.392
SPBC1539.06	9838.13	4.8902	-2.0	87	0.627
SPCC825.01	92690.14	6.3308	-2.0	822	0.516
SPBC215.02	16773.93	4.9834	-2.0	154	0.434
SPCC622.06c	14276.62	4.9127	-2.0	122	0.341
SPBC1271.04c	38811.11	6.1150	-2.0	350	0.488
SPCC285.09c	38650.20	6.2917	-2.0	346	0.413
SPCC162.03	32613.99	5.9766	-2.0	292	0.369
SPBPB21E7.11	17893.31	5.2328	-2.0	164	0.359
SPBC418.01c	59399.61	6.2482	-2.0	541	0.430
SPCC1682.16	43608.30	5.8873	-2.0	388	0.480
SPAC9.09	85339.73	6.3081	-2.0	764	0.796
SPBC106.11c	49847.05	6.2408	-2.0	438	0.415
SPBPB10D8.02c	62421.93	6.3171	-2.0	554	0.364
SPAC5D6.09c	33919.55	5.6833	-2.0	304	0.571
SPCC4G3.15c	34477.91	5.9814	-2.0	306	0.408
SPCC191.09c	27016.50	6.0977	-2.0	229	0.478
SPBC646.11	58548.20	6.1515	-2.0	535	0.451
SPBC31E1.04	29560.10	5.9784	-2.0	263	0.356
SPCC4G3.17	22929.49	5.9641	-2.0	198	0.504
SPBC32F12.06	38286.30	5.9854	-2.0	342	0.358
SPBC409.13	17187.84	5.9159	-2.0	159	0.540
SPBP8B7.02	30025.66	6.1174	-2.0	261	0.389
SPBC1347.11	11462.63	4.6547	-2.0	106	0.616
SPBC1709.16c	33701.52	6.1808	-2.0	297	0.361
SPCC4F11.04c	40763.76	6.1004	-2.0	345	0.501
SPBC18H10.04c	42513.64	5.7216	-2.0	388	0.573
SPAC17G6.02c	35929.90	6.0750	-2.0	324	0.541
SPAC6G9.01c	10342.43	4.8898	-2.0	95	0.424
SPCC18.11c	11856.17	4.7067	-2.0	109	0.372
SPAC6F12.04	14517.99	4.5934	-2.0	132	0.494
SPBC3F6.02c	38317.86	6.2332	-2.0	340	0.522
SPCC1259.07	39421.26	5.8241	-2.0	351	0.367
SPAC5H10.10	44983.30	6.1408	-2.5	392	0.372
SPCC594.05c	48682.96	6.1560	-2.5	424	0.370
SPCC550.10	54144.46	6.0683	-2.5	500	0.439
SPCC737.06c	32660.35	6.0522	-2.5	287	0.418
SPAC23D3.08	36487.64	5.6597	-2.5	337	0.405
SPCC417.11c	48046.96	6.1391	-2.5	438	0.403
SPAC1952.05	51975.79	6.1558	-2.5	454	0.432
SPBC3B9.07c	19385.40	5.2541	-2.5	173	0.354
SPAC343.10	72140.14	6.2789	-2.5	641	0.427
SPBC13E7.10c	55795.26	6.0134	-2.5	492	0.423
SPBC3E7.01	220134.59	6.4011	-2.5	1932	0.402
SPAC1F7.10	25429.52	5.6244	-2.5	238	0.429
SPAC11D3.08c	59918.13	5.1925	-2.5	550	0.417
SPAC15A10.12c	17134.74	5.5914	-2.5	148	0.384
SPACUNK4.10	36701.22	6.1361	-2.5	334	0.624
SPBC725.11c	34892.85	6.1801	-2.5	334	0.365
SPAC22H12.01c	27521.05	5.9244	-2.5	234	0.458
SPCC970.10c	78052.52	6.1996	-2.5	680	0.406
SPCC31H12.05c	36829.13	5.7459	-2.5	322	0.467
SPBC1778.05c	17504.41	5.0277	-2.5	160	0.367
SPBP23A10.02	14612.53	5.0367	-2.5	132	0.417
SPCC1322.05c	69522.17	6.2457	-2.5	612	0.481
SPCC663.06c	27783.39	5.8869	-2.5	253	0.457
SPAC589.04	30897.41	5.6557	-2.5	271	0.425
SPAC1F12.08	35616.77	6.0582	-2.5	316	0.397
SPBC2A9.02	31516.09	6.0379	-2.5	295	0.421
SPCC965.13	59706.61	6.1832	-2.5	537	0.562
SPBC106.04	95887.05	6.3823	-2.5	831	0.466
SPBC1347.09	31709.96	6.0390	-2.5	284	0.404
SPAC22E12.17c	52584.00	6.0088	-2.5	483	0.464
SPBC1711.12	77766.18	6.3593	-2.5	683	0.424
SPBC15D4.15	32793.72	5.4854	-2.5	298	0.480
SPCC24B10.15	52733.54	6.2349	-2.5	465	0.424
SPCC330.06c	16674.99	4.9274	-2.5	156	0.715
SPAC227.02c	23411.90	5.3038	-2.5	205	0.467
SPBC16H5.10c	83803.55	6.2334	-2.5	735	0.468
SPBC1685.05	111293.58	6.3631	-2.5	997	0.435
SPAPB1A10.10c	23474.46	5.3325	-2.5	208	0.428
SPBC342.03	50762.98	6.1423	-2.5	456	0.426
SPAC9E9.14	26365.14	5.4920	-2.5	231	0.400
SPBC16H5.15	19685.20	5.4271	-2.5	166	0.346
SPAC1D4.03c	58003.16	6.1940	-2.5	513	0.359
SPAC24B11.05	26513.55	6.0426	-2.5	226	0.568
SPAC630.03	47373.29	6.0684	-2.5	427	0.479
SPAC343.17c	63663.12	6.1593	-2.5	576	0.396
SPBC1703.10	22816.66	5.0798	-2.5	203	0.602
SPAC824.04	38466.18	6.1795	-2.5	341	0.395
SPAP7G5.04c	156894.31	6.3940	-2.5	1419	0.471
SPAPB1E7.08c	61233.48	5.7814	-2.5	554	0.432
SPBC1683.11c	58938.13	6.0993	-2.5	518	0.401
SPBC1685.03	21402.94	5.2473	-2.5	189	0.394
SPBC1604.03c	37372.83	6.0363	-2.5	330	0.456
SPBC365.13c	43200.83	5.8876	-2.5	399	0.385
SPAC732.02c	46947.62	6.1978	-2.5	408	0.401
SPCC1795.06	23453.22	5.1709	-2.5	201	0.630
SPCC550.07	58704.55	6.0829	-2.5	533	0.449
SPCC4G3.08	49321.03	6.2406	-2.5	436	0.454
SPAC1420.01c	63479.84	6.2104	-2.5	580	0.371
SPAC694.04c	36672.71	6.0509	-2.5	324	0.529
SPAC57A7.09	42552.72	5.9450	-2.5	372	0.407
SPBC1105.13c	16308.93	5.8280	-2.5	142	0.419
SPCC663.17	28404.40	6.0166	-2.5	255	0.410
SPBC776.06c	71133.11	6.2930	-2.5	623	0.408
SPCC553.06	29328.94	5.5915	-2.5	271	0.428
SPBC21C3.07c	35835.80	5.5790	-2.5	307	0.400
SPCC1682.01	9788.00	4.6510	-2.5	85	0.477
SPCC576.04	30401.64	5.1418	-2.5	266	0.488
SPAC57A7.07c	34541.73	6.1216	-2.5	308	0.443
SPBC685.04c	16938.52	5.2845	-2.5	143	0.457
SPAP8A3.12c	142926.30	6.3635	-2.5	1274	0.447
SPAC23C11.13c	23572.09	5.6856	-2.5	206	0.591
SPBC83.12	18645.74	5.8411	-2.5	161	0.383
SPAC4C5.02c	23136.30	5.3853	-2.5	201	0.445
SPBC26H8.02c	46430.77	6.0880	-2.5	419	0.434
SPAC22F3.05c	21235.58	5.1088	-2.5	186	0.340
SPAC56E4.03	53166.66	6.1468	-2.5	474	0.587
SPAC26A3.15c	60730.49	5.3216	-2.5	598	0.390
SPCC548.06c	60176.42	5.9421	-2.5	547	0.703
SPBC3D6.08c	16171.56	5.2898	-2.5	140	0.394
SPAC11H11.06	44230.84	5.9731	-2.5	390	0.507
SPBC530.12c	71195.61	6.2453	-2.5	622	0.433
SPBC29B5.01	59711.16	5.7484	-2.5	566	0.413
SPAC2G11.03c	63551.64	6.2111	-2.5	558	0.418
SPBPB7E8.01	61399.56	4.4670	-20.0	569	0.583
SPBC16H5.11c	73166.70	4.7016	-20.0	645	0.410
SPBC1709.15c	89450.61	4.9962	-20.0	797	0.429
SPBC1348.08c	44920.60	3.9128	-20.0	416	0.394
SPBC25D12.04	45405.41	4.5895	-20.0	391	0.638
SPAC977.07c	44920.60	3.9128	-20.0	416	0.391
SPBC1289.01c	70015.92	4.8342	-20.0	633	0.375
SPBC36.07	141607.32	5.2215	-20.0	1253	0.400
SPCC1682.03c	69240.33	4.7163	-20.0	626	0.392
SPAC23H3.11c	70784.81	4.6682	-20.0	629	0.435
SPAC17A2.03c	39323.49	4.3473	-20.0	343	0.497
SPAC2F7.05c	44944.46	4.6665	-20.0	395	0.544
SPAC824.08	61588.71	4.6996	-20.0	556	0.484
SPAC23A1.17	170527.46	5.6137	-20.0	1611	0.386
SPAC3A12.14	16905.53	3.8990	-20.5	150	0.536
SPBC4.05	38078.68	4.4741	-20.5	329	0.415
SPBC19C2.01	121217.12	5.0762	-20.5	1055	0.408
SPBC215.07c	62825.06	4.6838	-20.5	568	0.394
SPBC839.12	24342.45	4.2059	-20.5	210	0.409
SPAPJ760.02c	91137.54	4.8811	-20.5	857	0.419
SPAC140.02	52987.59	4.6265	-20.5	500	0.570
SPBC428.03c	52118.74	4.4199	-20.5	463	0.507
SPAC222.14c	87510.49	4.8008	-20.5	762	0.459
SPCC1393.09c	24688.53	4.2424	-20.5	215	0.388
SPAC4D7.01c	206931.77	5.7281	-20.5	1811	0.418
SPCC188.07	83301.15	4.8817	-21.0	735	0.450
SPAC1952.13	73352.05	4.8273	-21.0	656	0.425
SPBC13A2.02	90611.87	4.9569	-21.0	803	0.423
SPCC962.03c	60425.31	4.5392	-21.5	542	0.510
SPBC1539.05	85999.20	4.8576	-21.5	735	0.416
SPBC337.03	42927.25	4.3631	-21.5	387	0.425
